Year,Month,Date,Station,Min_Temp_C,Avg_Temp_C,Max_Temp_C,Avg_Humidity_%,Avg_Pressure_hPa,Avg_Wind_Speed_kmh,Max_Wind_Speed_kmh,Total_Precipitation_mm,Common_Condition
2014,11,2014-11-21,Mace Head,7.6,10.75,15.5,84.68,1010.6,21.09,34.6,109.8,Rainy
2014,11,2014-11-22,Mace Head,5.9,10.32,14.9,84.7,1007.9,18.54,30.1,84.4,Rainy
2014,11,2014-11-23,Mace Head,4.8,9.82,15.0,84.91,1009.09,19.76,32.0,71.3,Rainy
2014,11,2014-11-24,Mace Head,6.0,9.78,14.8,83.75,1012.25,24.58,34.4,120.2,Rainy
2014,11,2014-11-25,Mace Head,4.9,9.89,13.9,86.31,1009.52,18.0,32.6,112.6,Rainy
2014,11,2014-11-26,Mace Head,5.5,10.17,13.9,84.46,1011.42,21.32,34.4,107.6,Rainy
2014,11,2014-11-27,Mace Head,4.5,9.5,13.8,86.46,1011.96,17.71,33.9,71.7,Rainy
2014,11,2014-11-28,Mace Head,5.7,9.8,14.3,83.42,1012.94,18.27,33.1,99.3,Rainy
2014,11,2014-11-29,Mace Head,6.8,10.0,13.6,85.18,1012.13,19.06,34.9,95.2,Rainy
2014,11,2014-11-30,Mace Head,4.5,9.62,14.5,85.38,1010.61,18.61,33.6,96.0,Rainy
2014,12,2014-12-01,Mace Head,-0.0,4.59,7.9,84.25,1009.25,19.22,33.2,101.8,Rainy
2014,12,2014-12-02,Mace Head,0.7,5.13,8.5,84.36,1010.28,20.32,34.2,99.5,Rainy
2014,12,2014-12-03,Mace Head,1.0,4.94,9.1,85.9,1007.32,19.22,33.4,111.9,Rainy
2014,12,2014-12-04,Mace Head,-0.4,5.13,9.5,86.51,1010.99,18.66,33.7,71.1,Rainy
2014,12,2014-12-05,Mace Head,0.7,4.75,8.9,84.4,1008.64,20.35,34.2,89.3,Rainy
2014,12,2014-12-06,Mace Head,-0.2,5.34,10.3,83.93,1009.6,18.53,30.5,82.4,Rainy
2014,12,2014-12-07,Mace Head,-0.3,4.84,9.5,82.92,1009.62,21.17,33.6,100.8,Rainy
2014,12,2014-12-08,Mace Head,0.1,4.86,10.3,84.1,1010.35,19.82,32.7,60.0,Rainy
2014,12,2014-12-09,Mace Head,0.3,4.92,10.9,86.04,1013.42,23.51,34.4,99.1,Rainy
2014,12,2014-12-10,Mace Head,0.4,4.99,9.3,86.18,1011.3,21.78,30.9,93.9,Rainy
2014,12,2014-12-11,Mace Head,1.2,4.72,8.9,83.59,1008.81,19.88,34.3,86.2,Rainy
2014,12,2014-12-12,Mace Head,-0.3,4.52,8.1,85.24,1007.2,19.0,33.9,77.1,Cloudy
2014,12,2014-12-13,Mace Head,0.8,4.91,9.6,84.77,1006.35,21.19,34.2,86.5,Rainy
2014,12,2014-12-14,Mace Head,0.7,4.99,10.5,84.14,1008.76,21.47,34.7,82.6,Rainy
2014,12,2014-12-15,Mace Head,-0.1,4.96,9.4,84.87,1012.45,16.97,34.0,94.3,Rainy
2014,12,2014-12-16,Mace Head,0.2,5.02,10.0,85.96,1008.22,20.45,32.9,95.1,Rainy
2014,12,2014-12-17,Mace Head,1.0,4.65,8.7,83.45,1011.73,20.15,34.2,112.3,Rainy
2014,12,2014-12-18,Mace Head,-0.3,5.08,8.8,84.02,1011.65,19.51,32.8,114.8,Rainy
2014,12,2014-12-19,Mace Head,0.9,5.32,8.3,84.82,1012.09,20.27,32.1,78.6,Rainy
2014,12,2014-12-20,Mace Head,-0.3,4.8,9.2,85.4,1007.08,18.92,31.5,70.0,Cloudy
2014,12,2014-12-21,Mace Head,1.3,5.36,9.5,84.06,1009.42,22.46,35.0,116.7,Rainy
2014,12,2014-12-22,Mace Head,-0.3,4.96,9.8,85.06,1007.9,21.17,34.2,90.6,Rainy
2014,12,2014-12-23,Mace Head,1.3,5.44,8.8,84.06,1006.35,22.72,34.0,96.4,Rainy
2014,12,2014-12-24,Mace Head,-0.1,5.38,10.1,83.43,1007.28,21.53,34.7,83.1,Rainy
2014,12,2014-12-25,Mace Head,1.2,4.84,10.8,86.63,1012.52,17.41,32.6,102.4,Rainy
2014,12,2014-12-26,Mace Head,0.9,4.94,9.4,86.58,1010.25,17.37,34.2,107.9,Rainy
2014,12,2014-12-27,Mace Head,-0.2,5.08,9.7,84.2,1009.33,19.45,33.3,60.7,Partly Cloudy
2014,12,2014-12-28,Mace Head,0.9,5.03,8.9,84.97,1007.0,20.85,33.7,90.9,Rainy
2014,12,2014-12-29,Mace Head,-0.2,4.88,8.7,85.81,1009.77,21.23,34.6,76.2,Rainy
2014,12,2014-12-30,Mace Head,0.9,4.92,10.6,86.82,1009.18,18.86,34.5,106.1,Rainy
2014,12,2014-12-31,Mace Head,1.0,4.39,9.4,85.6,1008.96,20.95,34.4,96.9,Rainy
2015,1,2015-01-01,Mace Head,1.1,4.85,9.7,85.63,1008.91,20.56,34.3,86.8,Rainy
2015,1,2015-01-02,Mace Head,-0.4,5.16,8.4,85.05,1011.5,19.28,33.6,80.9,Rainy
2015,1,2015-01-03,Mace Head,0.1,5.19,9.4,86.68,1006.71,17.67,28.5,74.1,Rainy
2015,1,2015-01-04,Mace Head,1.2,5.05,8.9,84.73,1010.38,19.25,35.0,106.5,Rainy
2015,1,2015-01-05,Mace Head,1.2,4.85,7.8,85.36,1007.9,21.7,33.9,87.8,Rainy
2015,1,2015-01-06,Mace Head,0.7,4.98,8.4,85.75,1011.55,16.92,32.1,95.3,Rainy
2015,1,2015-01-07,Mace Head,0.8,4.72,8.6,85.83,1008.04,20.86,33.5,87.2,Rainy
2015,1,2015-01-08,Mace Head,-0.3,4.77,8.8,86.71,1009.32,18.95,34.4,92.1,Rainy
2015,1,2015-01-09,Mace Head,1.2,4.65,8.6,87.21,1010.44,24.9,34.7,91.8,Rainy
2015,1,2015-01-10,Mace Head,0.3,5.26,9.8,84.64,1011.4,21.18,34.6,92.3,Rainy
2015,1,2015-01-11,Mace Head,-0.8,4.76,8.8,85.06,1010.3,18.22,33.5,56.9,Clear
2015,1,2015-01-12,Mace Head,-0.5,4.68,9.3,85.1,1007.5,20.7,34.1,85.5,Rainy
2015,1,2015-01-13,Mace Head,0.0,4.49,10.2,85.35,1010.08,19.07,34.8,85.4,Rainy
2015,1,2015-01-14,Mace Head,0.5,5.05,8.8,85.82,1010.28,16.29,30.3,91.8,Rainy
2015,1,2015-01-15,Mace Head,0.9,5.33,9.0,85.2,1005.79,23.53,33.6,62.8,Cloudy
2015,1,2015-01-16,Mace Head,0.8,4.88,9.4,86.53,1011.51,16.64,29.2,84.7,Rainy
2015,1,2015-01-17,Mace Head,1.1,4.8,10.2,84.38,1010.04,21.17,33.4,80.3,Rainy
2015,1,2015-01-18,Mace Head,0.6,5.02,8.9,85.49,1011.8,21.07,34.4,90.0,Rainy
2015,1,2015-01-19,Mace Head,1.0,4.82,7.7,85.62,1009.13,19.38,34.8,105.5,Rainy
2015,1,2015-01-20,Mace Head,-0.1,5.42,10.2,84.95,1006.12,19.67,34.9,76.5,Rainy
2015,1,2015-01-21,Mace Head,1.3,5.26,9.5,86.26,1008.13,20.01,34.4,101.3,Rainy
2015,1,2015-01-22,Mace Head,0.2,4.9,9.9,86.58,1012.53,20.09,33.9,81.5,Rainy
2015,1,2015-01-23,Mace Head,1.5,4.99,9.4,85.49,1007.2,22.23,32.7,107.6,Rainy
2015,1,2015-01-24,Mace Head,-0.5,4.33,9.8,85.66,1009.85,19.54,34.1,78.7,Rainy
2015,1,2015-01-25,Mace Head,0.4,5.28,9.7,83.6,1009.85,16.5,31.6,75.9,Rainy
2015,1,2015-01-26,Mace Head,1.2,5.46,8.9,85.01,1009.36,19.03,32.4,75.0,Rainy
2015,1,2015-01-27,Mace Head,0.1,4.96,9.1,85.25,1008.83,20.38,34.5,70.2,Rainy
2015,1,2015-01-28,Mace Head,0.4,4.83,10.0,86.48,1006.81,20.7,33.8,63.4,Clear
2015,1,2015-01-29,Mace Head,1.1,5.15,10.3,86.02,1011.4,17.62,34.8,99.5,Rainy
2015,1,2015-01-30,Mace Head,0.2,4.62,8.5,85.78,1014.11,17.25,34.8,90.0,Rainy
2015,1,2015-01-31,Mace Head,0.9,4.64,9.0,84.41,1010.04,20.01,34.1,100.4,Rainy
2015,2,2015-02-01,Mace Head,-0.0,4.43,8.2,86.37,1009.88,23.16,34.3,102.6,Rainy
2015,2,2015-02-02,Mace Head,0.6,5.19,9.2,85.03,1010.99,19.26,34.1,82.9,Rainy
2015,2,2015-02-03,Mace Head,-0.5,4.66,9.1,85.5,1010.54,20.7,33.6,80.9,Rainy
2015,2,2015-02-04,Mace Head,-0.0,4.89,9.8,84.23,1012.94,17.72,32.0,77.1,Rainy
2015,2,2015-02-05,Mace Head,1.5,5.31,9.5,84.87,1010.02,22.8,34.9,78.6,Rainy
2015,2,2015-02-06,Mace Head,0.1,4.98,10.1,83.69,1011.8,21.49,34.9,106.0,Rainy
2015,2,2015-02-07,Mace Head,1.4,4.91,9.0,86.3,1009.55,20.79,34.6,87.9,Rainy
2015,2,2015-02-08,Mace Head,1.3,5.43,9.7,83.75,1010.62,21.6,34.2,120.3,Rainy
2015,2,2015-02-09,Mace Head,1.2,5.71,9.4,85.02,1012.36,18.05,34.7,110.9,Rainy
2015,2,2015-02-10,Mace Head,0.3,4.9,10.4,86.22,1010.56,19.29,34.0,102.0,Rainy
2015,2,2015-02-11,Mace Head,0.7,5.15,8.9,86.58,1009.3,20.6,34.8,66.9,Rainy
2015,2,2015-02-12,Mace Head,-0.0,5.58,10.6,82.85,1007.7,19.25,33.7,84.2,Rainy
2015,2,2015-02-13,Mace Head,-0.3,4.47,9.7,83.55,1009.71,19.24,33.3,97.9,Rainy
2015,2,2015-02-14,Mace Head,0.2,4.74,8.6,86.3,1007.82,19.73,32.1,106.7,Rainy
2015,2,2015-02-15,Mace Head,0.3,4.88,9.0,86.95,1009.22,21.9,34.7,82.3,Rainy
2015,2,2015-02-16,Mace Head,0.3,4.82,9.2,84.44,1010.08,22.09,34.6,88.9,Rainy
2015,2,2015-02-17,Mace Head,0.6,5.32,9.3,85.19,1009.42,15.55,33.5,88.7,Rainy
2015,2,2015-02-18,Mace Head,0.2,5.3,9.2,83.63,1012.31,17.96,30.9,119.3,Rainy
2015,2,2015-02-19,Mace Head,1.0,5.36,10.1,86.72,1011.04,20.72,34.2,48.1,Clear
2015,2,2015-02-20,Mace Head,0.8,4.89,8.7,83.68,1007.87,20.71,34.2,83.2,Rainy
2015,2,2015-02-21,Mace Head,0.2,4.85,8.3,85.39,1008.7,21.68,34.4,101.0,Rainy
2015,2,2015-02-22,Mace Head,1.5,5.19,9.8,85.99,1007.76,16.37,32.8,73.4,Cloudy
2015,2,2015-02-23,Mace Head,0.1,4.7,8.7,87.22,1007.16,19.62,32.8,103.4,Rainy
2015,2,2015-02-24,Mace Head,2.5,5.37,8.6,85.1,1009.04,19.95,33.0,91.4,Rainy
2015,2,2015-02-25,Mace Head,1.0,5.11,9.3,84.35,1008.58,22.49,34.9,58.5,Rainy
2015,2,2015-02-26,Mace Head,-0.3,4.59,10.2,84.66,1011.08,21.4,34.7,87.7,Rainy
2015,2,2015-02-27,Mace Head,0.9,5.19,9.4,86.33,1011.53,19.28,35.0,69.3,Rainy
2015,2,2015-02-28,Mace Head,1.9,5.17,9.8,84.54,1009.98,22.92,34.3,75.0,Rainy
2015,3,2015-03-01,Mace Head,3.9,8.65,12.9,82.31,1007.1,21.39,33.2,62.5,Rainy
2015,3,2015-03-02,Mace Head,2.4,8.04,13.6,86.98,1007.23,17.31,32.3,71.4,Rainy
2015,3,2015-03-03,Mace Head,3.3,8.6,12.6,83.62,1008.41,21.45,33.6,68.3,Rainy
2015,3,2015-03-04,Mace Head,4.2,8.74,13.7,85.13,1010.04,22.59,32.7,82.7,Rainy
2015,3,2015-03-05,Mace Head,3.3,8.57,14.1,85.35,1010.32,18.96,34.9,82.6,Rainy
2015,3,2015-03-06,Mace Head,2.8,8.01,12.9,83.04,1010.9,18.3,32.5,68.3,Rainy
2015,3,2015-03-07,Mace Head,3.4,8.07,14.1,84.59,1012.57,19.77,34.8,53.9,Rainy
2015,3,2015-03-08,Mace Head,4.0,8.56,12.8,85.7,1012.55,20.57,34.6,68.9,Rainy
2015,3,2015-03-09,Mace Head,3.8,9.0,12.7,84.83,1009.7,21.34,35.0,92.6,Rainy
2015,3,2015-03-10,Mace Head,5.5,8.78,13.1,86.05,1013.42,19.13,33.8,58.9,Rainy
2015,3,2015-03-11,Mace Head,3.8,9.1,13.7,83.02,1010.23,17.6,33.6,69.2,Rainy
2015,3,2015-03-12,Mace Head,2.6,8.19,14.4,86.04,1009.52,17.97,34.2,65.4,Rainy
2015,3,2015-03-13,Mace Head,3.7,8.14,11.6,85.28,1010.64,21.11,34.9,88.2,Rainy
2015,3,2015-03-14,Mace Head,4.6,8.22,11.4,85.58,1010.45,20.12,31.7,108.7,Rainy
2015,3,2015-03-15,Mace Head,3.4,8.68,14.7,83.98,1010.92,19.81,34.8,85.3,Rainy
2015,3,2015-03-16,Mace Head,4.0,8.34,12.5,84.19,1006.38,20.86,35.0,54.9,Rainy
2015,3,2015-03-17,Mace Head,4.3,8.68,13.9,84.92,1007.82,21.68,34.5,62.9,Rainy
2015,3,2015-03-18,Mace Head,3.0,8.38,12.9,84.43,1007.85,19.42,33.7,97.5,Rainy
2015,3,2015-03-19,Mace Head,5.1,8.72,14.7,85.08,1010.58,19.25,34.1,81.8,Rainy
2015,3,2015-03-20,Mace Head,3.1,8.62,13.1,83.53,1011.35,22.56,34.5,87.6,Rainy
2015,3,2015-03-21,Mace Head,4.1,8.78,13.6,82.48,1012.45,23.18,34.4,53.9,Rainy
2015,3,2015-03-22,Mace Head,4.4,8.98,12.9,84.94,1011.46,21.76,34.5,96.0,Rainy
2015,3,2015-03-23,Mace Head,4.1,8.51,13.2,84.64,1007.76,20.5,34.8,51.6,Rainy
2015,3,2015-03-24,Mace Head,4.3,7.98,13.5,85.7,1011.03,17.27,33.8,60.6,Rainy
2015,3,2015-03-25,Mace Head,3.3,8.41,13.0,85.1,1010.17,18.57,34.5,91.3,Rainy
2015,3,2015-03-26,Mace Head,3.8,8.44,13.2,83.95,1010.28,20.52,33.8,76.0,Rainy
2015,3,2015-03-27,Mace Head,3.3,7.98,14.7,85.45,1011.36,21.87,34.9,76.7,Rainy
2015,3,2015-03-28,Mace Head,2.9,8.69,13.2,86.18,1010.1,18.9,32.0,69.4,Rainy
2015,3,2015-03-29,Mace Head,3.9,9.13,14.1,86.35,1009.65,20.49,33.2,63.3,Rainy
2015,3,2015-03-30,Mace Head,3.4,8.36,14.3,82.93,1004.39,18.79,32.2,94.9,Rainy
2015,3,2015-03-31,Mace Head,4.3,8.95,14.5,83.6,1009.52,16.64,28.6,79.8,Rainy
2015,4,2015-04-01,Mace Head,4.2,8.32,12.7,84.4,1008.12,18.79,32.0,68.6,Cloudy
2015,4,2015-04-02,Mace Head,4.4,8.88,13.9,86.04,1011.42,19.15,35.0,79.2,Rainy
2015,4,2015-04-03,Mace Head,3.2,8.14,13.1,86.04,1010.34,19.55,33.3,73.0,Rainy
2015,4,2015-04-04,Mace Head,3.9,8.1,13.1,84.76,1008.55,20.4,33.6,58.0,Clear
2015,4,2015-04-05,Mace Head,2.7,8.34,13.5,86.1,1009.23,19.63,33.9,71.1,Rainy
2015,4,2015-04-06,Mace Head,4.7,8.45,12.8,82.62,1008.81,19.85,34.2,79.7,Rainy
2015,4,2015-04-07,Mace Head,3.3,8.21,13.4,84.99,1007.65,19.15,34.1,91.9,Rainy
2015,4,2015-04-08,Mace Head,6.1,9.18,13.6,84.15,1005.49,22.91,34.7,62.9,Rainy
2015,4,2015-04-09,Mace Head,3.2,8.12,12.9,86.32,1008.17,19.79,34.8,45.6,Partly Cloudy
2015,4,2015-04-10,Mace Head,3.0,8.58,14.1,87.11,1009.54,18.34,33.3,102.1,Rainy
2015,4,2015-04-11,Mace Head,3.7,8.08,11.9,84.97,1006.72,24.12,33.6,50.2,Rainy
2015,4,2015-04-12,Mace Head,3.6,8.2,12.9,85.88,1009.17,21.22,34.8,72.6,Rainy
2015,4,2015-04-13,Mace Head,4.1,8.96,14.7,82.81,1007.95,19.81,34.9,62.2,Rainy
2015,4,2015-04-14,Mace Head,4.3,8.75,12.9,84.27,1008.95,17.27,33.0,69.4,Rainy
2015,4,2015-04-15,Mace Head,3.3,8.19,13.8,86.75,1009.89,21.24,33.2,63.1,Rainy
2015,4,2015-04-16,Mace Head,5.1,8.44,13.3,85.37,1009.68,19.97,33.2,72.3,Rainy
2015,4,2015-04-17,Mace Head,4.0,8.56,12.2,84.02,1011.49,19.97,34.0,105.3,Rainy
2015,4,2015-04-18,Mace Head,4.5,8.85,13.5,85.14,1008.4,19.72,33.1,73.2,Rainy
2015,4,2015-04-19,Mace Head,4.2,8.56,13.8,85.28,1010.98,19.01,33.0,85.4,Rainy
2015,4,2015-04-20,Mace Head,4.2,8.58,13.0,86.02,1006.46,18.8,34.0,100.5,Rainy
2015,4,2015-04-21,Mace Head,3.0,8.43,12.9,86.67,1010.07,19.55,34.6,63.3,Rainy
2015,4,2015-04-22,Mace Head,3.9,8.72,13.0,85.39,1011.27,23.38,34.4,100.0,Rainy
2015,4,2015-04-23,Mace Head,2.3,7.91,11.3,84.02,1010.3,23.11,35.0,63.8,Rainy
2015,4,2015-04-24,Mace Head,3.4,8.09,13.2,86.03,1008.74,17.66,32.8,86.7,Rainy
2015,4,2015-04-25,Mace Head,3.4,8.3,13.4,85.96,1011.82,18.05,33.1,76.0,Rainy
2015,4,2015-04-26,Mace Head,3.9,8.2,13.4,83.92,1009.85,18.39,34.3,78.0,Rainy
2015,4,2015-04-27,Mace Head,3.7,8.12,14.0,85.65,1010.25,19.07,32.7,57.0,Rainy
2015,4,2015-04-28,Mace Head,3.4,8.58,13.0,83.92,1011.28,18.3,30.1,68.1,Rainy
2015,4,2015-04-29,Mace Head,3.7,8.81,12.3,85.01,1009.38,22.75,33.9,62.9,Rainy
2015,4,2015-04-30,Mace Head,4.4,8.63,14.0,85.31,1007.49,19.71,34.3,80.2,Rainy
2015,5,2015-05-01,Mace Head,4.8,8.78,14.1,83.18,1009.1,22.39,32.8,75.4,Rainy
2015,5,2015-05-02,Mace Head,3.5,8.59,12.9,85.38,1011.29,20.11,34.4,85.7,Rainy
2015,5,2015-05-03,Mace Head,2.7,8.29,13.0,84.3,1010.4,19.2,34.1,105.1,Rainy
2015,5,2015-05-04,Mace Head,4.3,8.92,13.6,83.41,1009.08,20.0,34.2,85.2,Rainy
2015,5,2015-05-05,Mace Head,4.0,8.71,14.3,85.22,1010.29,21.9,33.5,85.7,Rainy
2015,5,2015-05-06,Mace Head,2.4,8.22,13.9,85.13,1008.28,17.36,33.3,66.2,Rainy
2015,5,2015-05-07,Mace Head,4.3,8.37,12.5,85.16,1008.98,20.05,34.5,68.8,Rainy
2015,5,2015-05-08,Mace Head,2.8,8.29,12.8,83.63,1012.29,17.49,33.5,75.5,Rainy
2015,5,2015-05-09,Mace Head,3.6,8.64,14.2,83.41,1010.51,21.95,34.2,81.6,Rainy
2015,5,2015-05-10,Mace Head,2.7,9.02,13.6,86.27,1010.64,20.23,32.9,64.2,Rainy
2015,5,2015-05-11,Mace Head,3.3,8.33,12.7,84.9,1011.46,18.08,32.6,50.5,Rainy
2015,5,2015-05-12,Mace Head,3.5,7.99,13.5,85.83,1010.14,15.99,33.9,68.1,Rainy
2015,5,2015-05-13,Mace Head,3.2,8.48,13.4,85.92,1010.7,18.57,33.2,90.0,Rainy
2015,5,2015-05-14,Mace Head,4.1,8.48,11.6,87.28,1008.97,23.09,34.6,69.9,Rainy
2015,5,2015-05-15,Mace Head,4.3,8.28,14.1,84.56,1009.14,18.59,33.9,71.2,Rainy
2015,5,2015-05-16,Mace Head,3.1,8.98,14.2,83.42,1010.55,19.62,33.7,86.5,Rainy
2015,5,2015-05-17,Mace Head,2.6,8.38,12.9,84.87,1011.5,19.29,34.3,69.3,Rainy
2015,5,2015-05-18,Mace Head,3.8,8.45,14.0,85.92,1009.2,20.08,33.5,73.9,Rainy
2015,5,2015-05-19,Mace Head,2.6,7.88,11.8,85.24,1011.47,17.75,34.1,74.5,Rainy
2015,5,2015-05-20,Mace Head,3.6,8.73,14.4,82.95,1008.28,19.64,34.1,67.7,Rainy
2015,5,2015-05-21,Mace Head,4.2,8.4,12.7,84.4,1010.88,19.78,34.8,57.3,Rainy
2015,5,2015-05-22,Mace Head,3.5,8.52,12.9,85.16,1008.81,23.46,35.0,117.2,Rainy
2015,5,2015-05-23,Mace Head,2.3,8.73,13.3,85.28,1008.58,17.63,33.9,66.6,Rainy
2015,5,2015-05-24,Mace Head,4.7,8.56,13.1,85.98,1010.28,17.31,33.7,95.3,Rainy
2015,5,2015-05-25,Mace Head,3.1,8.16,13.3,83.09,1010.02,18.39,33.3,93.4,Rainy
2015,5,2015-05-26,Mace Head,3.4,8.68,13.0,86.8,1009.27,18.19,32.7,88.2,Rainy
2015,5,2015-05-27,Mace Head,3.9,8.87,13.9,84.86,1011.33,19.18,33.4,77.7,Rainy
2015,5,2015-05-28,Mace Head,4.1,8.6,12.6,87.53,1010.6,22.03,34.3,97.9,Rainy
2015,5,2015-05-29,Mace Head,3.6,9.33,13.9,85.51,1012.16,18.7,34.2,87.8,Rainy
2015,5,2015-05-30,Mace Head,4.4,9.0,13.9,86.27,1011.79,19.41,31.1,44.3,Clear
2015,5,2015-05-31,Mace Head,4.2,8.87,12.7,85.24,1009.8,15.07,30.6,85.6,Rainy
2015,6,2015-06-01,Mace Head,10.3,15.13,19.2,84.72,1007.42,17.34,31.7,83.0,Rainy
2015,6,2015-06-02,Mace Head,10.8,14.74,19.6,85.15,1008.18,24.3,35.0,70.3,Rainy
2015,6,2015-06-03,Mace Head,10.5,14.5,19.0,83.7,1013.25,21.88,34.8,87.8,Rainy
2015,6,2015-06-04,Mace Head,9.1,14.22,20.4,85.38,1008.26,20.03,30.6,60.9,Cloudy
2015,6,2015-06-05,Mace Head,9.6,14.68,19.2,87.15,1009.51,19.5,34.7,86.7,Rainy
2015,6,2015-06-06,Mace Head,9.5,14.46,19.4,85.03,1009.07,18.51,32.7,71.9,Rainy
2015,6,2015-06-07,Mace Head,8.8,14.11,18.6,85.23,1010.07,18.52,32.6,63.0,Rainy
2015,6,2015-06-08,Mace Head,9.8,14.58,18.7,84.55,1012.31,18.15,34.5,82.8,Rainy
2015,6,2015-06-09,Mace Head,9.1,14.1,19.3,85.27,1009.95,21.66,33.5,50.1,Partly Cloudy
2015,6,2015-06-10,Mace Head,10.6,14.05,18.9,84.47,1011.2,20.56,34.9,79.6,Rainy
2015,6,2015-06-11,Mace Head,8.7,13.83,18.6,86.43,1012.51,18.93,32.3,69.1,Rainy
2015,6,2015-06-12,Mace Head,8.9,14.62,19.0,84.42,1009.15,22.15,34.2,80.4,Rainy
2015,6,2015-06-13,Mace Head,9.4,14.82,19.9,84.76,1010.53,17.42,33.3,70.0,Rainy
2015,6,2015-06-14,Mace Head,10.7,14.72,19.8,82.58,1008.42,18.1,33.9,90.3,Rainy
2015,6,2015-06-15,Mace Head,9.8,14.27,19.3,84.88,1010.3,17.61,33.9,82.1,Rainy
2015,6,2015-06-16,Mace Head,10.3,14.16,18.3,85.0,1010.97,19.3,33.4,96.5,Rainy
2015,6,2015-06-17,Mace Head,10.8,14.87,19.9,84.39,1008.48,19.46,33.2,64.2,Rainy
2015,6,2015-06-18,Mace Head,10.4,14.48,18.4,84.41,1009.84,20.33,32.6,86.9,Rainy
2015,6,2015-06-19,Mace Head,9.8,14.02,18.8,83.87,1013.43,20.72,34.8,65.6,Rainy
2015,6,2015-06-20,Mace Head,9.6,14.39,19.5,85.66,1008.87,20.56,33.4,101.8,Rainy
2015,6,2015-06-21,Mace Head,10.4,14.68,18.8,84.83,1006.12,23.0,34.2,59.6,Rainy
2015,6,2015-06-22,Mace Head,10.1,14.4,19.3,85.37,1012.0,19.28,34.3,64.0,Rainy
2015,6,2015-06-23,Mace Head,10.9,14.74,20.2,82.41,1012.3,19.82,34.7,67.2,Rainy
2015,6,2015-06-24,Mace Head,10.6,14.74,19.0,84.07,1012.44,20.88,34.5,71.7,Rainy
2015,6,2015-06-25,Mace Head,10.0,14.21,19.3,85.21,1007.99,17.58,33.3,57.9,Rainy
2015,6,2015-06-26,Mace Head,9.6,14.54,19.1,85.8,1011.06,18.31,33.7,80.8,Rainy
2015,6,2015-06-27,Mace Head,9.1,14.84,18.6,85.06,1009.51,18.08,32.6,68.5,Rainy
2015,6,2015-06-28,Mace Head,9.9,14.3,18.6,85.55,1009.04,22.64,34.7,77.6,Rainy
2015,6,2015-06-29,Mace Head,10.3,15.19,19.3,85.52,1010.45,21.16,34.8,89.0,Rainy
2015,6,2015-06-30,Mace Head,8.3,14.55,19.4,85.3,1009.27,18.32,32.7,82.7,Rainy
2015,7,2015-07-01,Mace Head,9.0,13.75,18.1,86.25,1009.02,19.77,32.3,69.0,Rainy
2015,7,2015-07-02,Mace Head,9.4,14.42,19.2,85.16,1008.19,18.52,34.5,37.2,Cloudy
2015,7,2015-07-03,Mace Head,10.9,14.98,19.7,84.76,1010.43,21.49,34.0,91.8,Rainy
2015,7,2015-07-04,Mace Head,9.4,14.25,19.6,84.9,1011.16,20.0,33.7,63.8,Rainy
2015,7,2015-07-05,Mace Head,9.4,13.93,17.9,84.9,1012.05,18.12,32.3,65.6,Rainy
2015,7,2015-07-06,Mace Head,8.2,14.28,19.9,83.9,1008.59,18.85,32.4,83.0,Rainy
2015,7,2015-07-07,Mace Head,10.6,14.86,20.4,84.71,1008.91,20.51,33.2,83.3,Rainy
2015,7,2015-07-08,Mace Head,8.8,14.34,18.5,84.12,1008.55,19.32,34.9,57.4,Rainy
2015,7,2015-07-09,Mace Head,9.0,14.16,18.9,84.34,1009.69,24.18,34.9,87.2,Rainy
2015,7,2015-07-10,Mace Head,10.6,14.86,19.6,84.81,1010.09,22.28,34.2,54.9,Cloudy
2015,7,2015-07-11,Mace Head,10.8,14.3,18.7,86.49,1004.72,20.85,31.6,57.7,Cloudy
2015,7,2015-07-12,Mace Head,10.4,14.2,18.8,85.74,1011.38,20.45,33.4,79.8,Rainy
2015,7,2015-07-13,Mace Head,9.8,14.65,18.9,85.61,1009.94,19.45,32.5,114.7,Rainy
2015,7,2015-07-14,Mace Head,10.0,14.75,18.4,86.44,1007.79,19.74,33.3,76.7,Rainy
2015,7,2015-07-15,Mace Head,8.9,14.33,19.7,85.02,1012.75,22.56,34.8,75.4,Rainy
2015,7,2015-07-16,Mace Head,10.2,14.42,18.9,85.32,1012.0,18.49,34.9,59.6,Rainy
2015,7,2015-07-17,Mace Head,11.9,14.88,19.2,84.62,1007.83,19.43,34.8,47.2,Rainy
2015,7,2015-07-18,Mace Head,8.9,14.38,19.4,85.68,1009.11,23.3,34.1,84.2,Rainy
2015,7,2015-07-19,Mace Head,10.8,14.22,19.9,83.55,1010.52,22.01,34.2,79.3,Rainy
2015,7,2015-07-20,Mace Head,8.7,14.23,18.2,84.13,1007.65,17.14,33.1,80.8,Rainy
2015,7,2015-07-21,Mace Head,10.0,14.71,20.0,84.85,1011.35,21.22,33.8,86.8,Rainy
2015,7,2015-07-22,Mace Head,10.8,14.55,18.0,85.93,1011.04,20.11,34.9,75.3,Rainy
2015,7,2015-07-23,Mace Head,9.0,14.39,19.8,85.05,1005.82,19.32,34.4,87.0,Rainy
2015,7,2015-07-24,Mace Head,9.7,14.66,18.6,84.02,1009.1,20.57,34.7,62.5,Rainy
2015,7,2015-07-25,Mace Head,9.5,14.58,19.4,84.89,1008.78,17.99,34.5,67.9,Rainy
